,formula,ionConv,eleConv,fenergy(ev),nofsA,nofsB,nofsC,H,H_per,ratioA,ratioB,ratioC
0,Ti2 V1 Cu1,TRUE,TRUE,-27.66674894 eV,2,1,1,0.2922302999999995,0.07305757499999987,0.5,0.25,0.25
1,Ti3 V2 Cu1,TRUE,TRUE,-44.64892041 eV,3,2,1,-0.05422876000000132,-0.009038126666666887,0.5,0.3333,0.1667
2,Ti1 V2 Cu1,TRUE,TRUE,-28.95990165 eV,1,2,1,0.25857268000000344,0.06464317000000086,0.25,0.5,0.25
3,Ti4 V1 Cu1,FALSE,TRUE,-43.33214546 eV,4,1,1,0.0030511000000017496,0.0005085166666669583,0.6667,0.1667,0.1667
4,Ti1 V3 Cu2,FALSE,TRUE,-41.0532128 eV,1,3,2,0.7480234500000043,0.12467057500000071,0.1667,0.5,0.3333
5,Ti2 V2 Cu1,TRUE,TRUE,-36.37450493 eV,2,2,1,0.532078060000003,0.1064156120000006,0.4,0.4,0.2
6,Ti2 V2 Cu2,TRUE,TRUE,-39.50182973 eV,2,2,2,1.0399114300000063,0.17331857166666773,0.3333,0.3333,0.3333
7,Ti3 V1 Cu2,TRUE,TRUE,-39.16929242 eV,3,1,2,0.11295365000000235,0.018825608333333726,0.5,0.1667,0.3333
8,Ti3 V1 Cu2,TRUE,TRUE,-39.05846072 eV,3,1,2,0.22378535000000088,0.03729755833333348,0.5,0.1667,0.3333
9,Ti1 V3 Cu2,FALSE,TRUE,-41.35394186 eV,1,3,2,0.4472943900000024,0.0745490650000004,0.1667,0.5,0.3333
10,Ti3 V2 Cu1,TRUE,TRUE,-44.41516068 eV,3,2,1,0.1795309700000014,0.029921828333333567,0.5,0.3333,0.1667
11,Ti1 V1 Cu2,TRUE,TRUE,-23.54368377 eV,1,1,2,0.3623449800000005,0.09058624500000012,0.25,0.25,0.5
12,Ti1 V1 Cu4,TRUE,TRUE,-30.42816232 eV,1,1,4,0.7481827700000032,0.12469712833333386,0.1667,0.1667,0.6667
13,Ti2 V1 Cu3,FALSE,TRUE,-34.94619527 eV,2,1,3,0.28310031000000535,0.04718338500000089,0.3333,0.1667,0.5
14,Ti1 V2 Cu2,TRUE,TRUE,-32.67142493 eV,1,2,2,0.18220757000000187,0.036441514000000376,0.2,0.4,0.4
15,Ti2 V2 Cu2,TRUE,TRUE,-40.41044502 eV,2,2,2,0.1312961400000061,0.02188269000000102,0.3333,0.3333,0.3333
16,Ti3 V2 Cu1,TRUE,TRUE,-44.53838244 eV,3,2,1,0.05630921000000155,0.009384868333333593,0.5,0.3333,0.1667
17,Ti2 V2 Cu2,FALSE,TRUE,-40.57244861 eV,2,2,2,-0.030707449999998637,-0.005117908333333106,0.3333,0.3333,0.3333
18,Ti3 V2 Cu1,TRUE,TRUE,-44.14306997 eV,3,2,1,0.4516216800000019,0.07527028000000031,0.5,0.3333,0.1667
19,Ti2 V2 Cu2,TRUE,TRUE,-40.53636577 eV,2,2,2,0.005375390000000202,0.000895898333333367,0.3333,0.3333,0.3333
20,Ti1 V1 Cu4,FALSE,TRUE,-30.96573501 eV,1,1,4,0.21061008000000214,0.03510168000000036,0.1667,0.1667,0.6667
21,Ti1 V2 Cu3,TRUE,TRUE,-35.97971281 eV,1,2,3,0.5090778599999997,0.08484630999999994,0.1667,0.3333,0.5
22,Ti2 V1 Cu2,TRUE,TRUE,-31.1235825 eV,2,1,2,0.4705549099999997,0.09411098199999994,0.4,0.2,0.4
23,Ti1 V1 Cu4,FALSE,TRUE,-30.93514484 eV,1,1,4,0.24120025000000211,0.04020004166666702,0.1667,0.1667,0.6667
24,Ti1 V2 Cu3,FALSE,TRUE,-36.16398565 eV,1,2,3,0.3248050200000012,0.054134170000000204,0.1667,0.3333,0.5
25,Ti3 V2 Cu1,TRUE,TRUE,-44.60698606 eV,3,2,1,-0.012294409999995981,-0.0020490683333326634,0.5,0.3333,0.1667
26,Ti1 V2 Cu3,TRUE,TRUE,-36.68049637 eV,1,2,3,-0.1917056999999982,-0.0319509499999997,0.1667,0.3333,0.5
27,Ti1 V1 Cu1,TRUE,TRUE,-20.12081199 eV,1,1,1,0.15005859000000177,0.05001953000000059,0.3333,0.3333,0.3333
28,Ti2 V3 Cu1,TRUE,TRUE,-46.02884808 eV,2,3,1,-0.174661339999997,-0.029110223333332835,0.3333,0.5,0.1667
29,Ti2 V1 Cu3,FALSE,TRUE,-34.89495762 eV,2,1,3,0.3343379600000027,0.05572299333333378,0.3333,0.1667,0.5
30,Ti2 V3 Cu1,TRUE,TRUE,-45.81856115 eV,2,3,1,0.035625590000005314,0.005937598333334219,0.3333,0.5,0.1667
31,Ti2 V1 Cu3,TRUE,TRUE,-34.89271302 eV,2,1,3,0.3365825600000001,0.05609709333333335,0.3333,0.1667,0.5
32,Ti2 V2 Cu2,FALSE,TRUE,-40.32367252 eV,2,2,2,0.21806864000000115,0.036344773333333524,0.3333,0.3333,0.3333
33,Ti1 V3 Cu2,TRUE,TRUE,-41.80927305 eV,1,3,2,-0.008036800000000177,-0.0013394666666666961,0.1667,0.5,0.3333
34,Ti2 V2 Cu2,TRUE,TRUE,-39.85225354 eV,2,2,2,0.689487620000004,0.11491460333333399,0.3333,0.3333,0.3333
35,Ti2 V3 Cu1,TRUE,TRUE,-45.92149703 eV,2,3,1,-0.06731028999999156,-0.011218381666665259,0.3333,0.5,0.1667
36,Ti1 V3 Cu2,TRUE,TRUE,-41.52792205 eV,1,3,2,0.2733142000000006,0.04555236666666677,0.1667,0.5,0.3333
37,Ti2 V2 Cu2,TRUE,TRUE,-40.07154951 eV,2,2,2,0.4701916500000065,0.07836527500000108,0.3333,0.3333,0.3333
38,Ti2 V2 Cu2,TRUE,TRUE,-40.28711341 eV,2,2,2,0.25462775000000004,0.04243795833333334,0.3333,0.3333,0.3333
39,Ti2 V2 Cu1,TRUE,TRUE,-36.62270255 eV,2,2,1,0.2838804400000039,0.05677608800000078,0.4,0.4,0.2
40,Ti1 V4 Cu1,TRUE,TRUE,-46.84802301 eV,1,4,1,0.26565882000000185,0.04427647000000031,0.1667,0.6667,0.1667
41,Ti2 V3 Cu1,TRUE,TRUE,-45.32260161 eV,2,3,1,0.5315851300000065,0.08859752166666775,0.3333,0.5,0.1667
42,Ti1 V2 Cu1,TRUE,TRUE,-28.88151209 eV,1,2,1,0.3369622400000014,0.08424056000000035,0.25,0.5,0.25
43,Ti1 V2 Cu3,TRUE,TRUE,-36.02349652 eV,1,2,3,0.4652941500000001,0.07754902500000001,0.1667,0.3333,0.5
44,Ti2 V1 Cu3,FALSE,TRUE,-34.73655279 eV,2,1,3,0.49274279000000476,0.08212379833333412,0.3333,0.1667,0.5
45,Ti2 V1 Cu3,TRUE,TRUE,-34.85869568 eV,2,1,3,0.37059990000000553,0.06176665000000092,0.3333,0.1667,0.5
46,Ti3 V1 Cu2,TRUE,TRUE,-39.23202798 eV,3,1,2,0.05021809000000221,0.008369681666667036,0.5,0.1667,0.3333
47,Ti2 V1 Cu3,TRUE,TRUE,-34.95605641 eV,2,1,3,0.2732391700000001,0.04553986166666668,0.3333,0.1667,0.5
48,Ti1 V2 Cu1,TRUE,TRUE,-28.92774566 eV,1,2,1,0.29072867000000313,0.07268216750000078,0.25,0.5,0.25
49,Ti1 V3 Cu2,TRUE,TRUE,-40.7232961 eV,1,3,2,1.0779401500000025,0.1796566916666671,0.1667,0.5,0.3333
50,Ti2 V1 Cu3,TRUE,TRUE,-34.74855377 eV,2,1,3,0.4807418100000014,0.08012363500000023,0.3333,0.1667,0.5
51,Ti3 V1 Cu2,TRUE,TRUE,-38.9869585 eV,3,1,2,0.29528757000000017,0.04921459500000003,0.5,0.1667,0.3333
52,Ti1 V2 Cu1,TRUE,TRUE,-28.86622272 eV,1,2,1,0.3522516100000028,0.0880629025000007,0.25,0.5,0.25
53,Ti3 V2 Cu1,TRUE,TRUE,-44.54702513 eV,3,2,1,0.04766651999999949,0.007944419999999916,0.5,0.3333,0.1667
54,Ti2 V2 Cu2,TRUE,TRUE,-40.37689381 eV,2,2,2,0.16484735000000494,0.02747455833333416,0.3333,0.3333,0.3333
55,Ti1 V1 Cu4,FALSE,TRUE,-31.0451426 eV,1,1,4,0.13120249000000328,0.021867081666667215,0.1667,0.1667,0.6667
56,Ti1 V2 Cu2,TRUE,TRUE,-32.50456899 eV,1,2,2,0.3490635099999997,0.06981270199999993,0.2,0.4,0.4
57,Ti2 V1 Cu3,TRUE,TRUE,-35.02753696 eV,2,1,3,0.20175862000000322,0.0336264366666672,0.3333,0.1667,0.5
58,Ti3 V2 Cu1,TRUE,TRUE,-44.08087781 eV,3,2,1,0.5138138400000041,0.08563564000000068,0.5,0.3333,0.1667
59,Ti1 V1 Cu1,TRUE,TRUE,-19.7287588 eV,1,1,1,0.5421117800000004,0.1807039266666668,0.3333,0.3333,0.3333
60,Ti1 V3 Cu2,TRUE,TRUE,-41.19573139 eV,1,3,2,0.6055048600000026,0.1009174766666671,0.1667,0.5,0.3333
61,Ti2 V1 Cu3,TRUE,TRUE,-35.12553339 eV,2,1,3,0.1037621900000012,0.017293698333333534,0.3333,0.1667,0.5
62,Ti3 V1 Cu2,FALSE,TRUE,-39.2182873 eV,3,1,2,0.06395877000000016,0.010659795000000027,0.5,0.1667,0.3333
63,Ti2 V3 Cu1,TRUE,TRUE,-45.93877878 eV,2,3,1,-0.08459203999999376,-0.014098673333332293,0.3333,0.5,0.1667
64,Ti2 V2 Cu2,FALSE,TRUE,-40.33446211 eV,2,2,2,0.20727905000000657,0.034546508333334426,0.3333,0.3333,0.3333
65,Ti3 V1 Cu2,TRUE,TRUE,-39.02352207 eV,3,1,2,0.25872400000000173,0.04312066666666695,0.5,0.1667,0.3333
66,Ti1 V3 Cu2,TRUE,TRUE,-41.31186407 eV,1,3,2,0.4893721800000028,0.08156203000000047,0.1667,0.5,0.3333
67,Ti1 V2 Cu3,TRUE,TRUE,-36.01178576 eV,1,2,3,0.4770049099999998,0.07950081833333329,0.1667,0.3333,0.5
68,Ti2 V2 Cu2,TRUE,TRUE,-39.99932748 eV,2,2,2,0.5424136800000054,0.0904022800000009,0.3333,0.3333,0.3333
69,Ti3 V1 Cu2,TRUE,TRUE,-39.44080509 eV,3,1,2,-0.15855901999999755,-0.026426503333332924,0.5,0.1667,0.3333
70,Ti2 V2 Cu2,FALSE,TRUE,-40.19829517 eV,2,2,2,0.343445990000002,0.05724099833333366,0.3333,0.3333,0.3333
71,Ti3 V2 Cu1,TRUE,TRUE,-44.31442141 eV,3,2,1,0.28027023999999967,0.04671170666666661,0.5,0.3333,0.1667
72,Ti1 V1 Cu4,TRUE,TRUE,-30.80750304 eV,1,1,4,0.36884205000000136,0.06147367500000023,0.1667,0.1667,0.6667
73,Ti2 V1 Cu3,TRUE,TRUE,-34.72639286 eV,2,1,3,0.5029027200000051,0.08381712000000086,0.3333,0.1667,0.5
74,Ti2 V3 Cu1,TRUE,TRUE,-45.32968731 eV,2,3,1,0.524499430000009,0.08741657166666816,0.3333,0.5,0.1667
75,Ti2 V2 Cu2,TRUE,TRUE,-40.82054868 eV,2,2,2,-0.2788075199999982,-0.0464679199999997,0.3333,0.3333,0.3333
76,Ti1 V3 Cu2,TRUE,TRUE,-41.44294349 eV,1,3,2,0.3582927600000039,0.05971546000000064,0.1667,0.5,0.3333
77,Ti2 V2 Cu2,TRUE,TRUE,-40.65985772 eV,2,2,2,-0.11811655999999449,-0.019686093333332415,0.3333,0.3333,0.3333
78,Ti1 V4 Cu1,TRUE,TRUE,-46.59947928 eV,1,4,1,0.5142025500000034,0.08570042500000057,0.1667,0.6667,0.1667
79,Ti2 V1 Cu3,FALSE,TRUE,-34.9945919 eV,2,1,3,0.23470367999999908,0.039117279999999845,0.3333,0.1667,0.5
80,Ti2 V2 Cu1,TRUE,TRUE,-36.89641206 eV,2,2,1,0.010170930000000578,0.0020341860000001157,0.4,0.4,0.2
81,Ti2 V2 Cu2,TRUE,TRUE,-40.27709843 eV,2,2,2,0.26464273000000116,0.04410712166666686,0.3333,0.3333,0.3333
82,Ti2 V2 Cu2,FALSE,TRUE,-40.33383508 eV,2,2,2,0.20790608000000343,0.034651013333333903,0.3333,0.3333,0.3333
83,Ti3 V2 Cu1,FALSE,TRUE,-44.34737098 eV,3,2,1,0.24732067000000013,0.04122011166666669,0.5,0.3333,0.1667
84,Ti1 V2 Cu3,TRUE,TRUE,-35.7905419 eV,1,2,3,0.6982487700000011,0.11637479500000018,0.1667,0.3333,0.5
85,Ti1 V2 Cu3,FALSE,TRUE,-35.7795076 eV,1,2,3,0.7092830699999997,0.11821384499999994,0.1667,0.3333,0.5
86,Ti1 V4 Cu1,TRUE,TRUE,-47.06838299 eV,1,4,1,0.045298839999996954,0.007549806666666159,0.1667,0.6667,0.1667
87,Ti1 V2 Cu3,FALSE,TRUE,-36.08743872 eV,1,2,3,0.40135195000000046,0.06689199166666675,0.1667,0.3333,0.5
88,Ti1 V1 Cu2,TRUE,TRUE,-23.77547351 eV,1,1,2,0.13055524000000052,0.03263881000000013,0.25,0.25,0.5
89,Ti2 V2 Cu2,TRUE,TRUE,-40.0904917 eV,2,2,2,0.4512494600000023,0.07520824333333372,0.3333,0.3333,0.3333
90,Ti2 V1 Cu3,TRUE,TRUE,-35.16632809 eV,2,1,3,0.0629674900000019,0.010494581666666983,0.3333,0.1667,0.5
91,Ti2 V2 Cu2,TRUE,TRUE,-40.44340397 eV,2,2,2,0.09833719000000496,0.016389531666667494,0.3333,0.3333,0.3333
92,Ti1 V3 Cu2,TRUE,TRUE,-41.42784326 eV,1,3,2,0.37339298999999837,0.06223216499999973,0.1667,0.5,0.3333
93,Ti2 V3 Cu1,TRUE,TRUE,-45.53271242 eV,2,3,1,0.3214743200000032,0.05357905333333387,0.3333,0.5,0.1667
94,Ti2 V3 Cu1,FALSE,TRUE,-45.27268926 eV,2,3,1,0.5814974800000061,0.09691624666666769,0.3333,0.5,0.1667
95,Ti2 V2 Cu1,TRUE,TRUE,-36.7235917 eV,2,2,1,0.18299129000000347,0.036598258000000695,0.4,0.4,0.2
96,Ti1 V1 Cu2,TRUE,TRUE,-23.70695905 eV,1,1,2,0.19906970000000346,0.049767425000000864,0.25,0.25,0.5
97,Ti2 V1 Cu3,TRUE,TRUE,-35.15714836 eV,2,1,3,0.07214722000000151,0.012024536666666918,0.3333,0.1667,0.5
98,Ti2 V1 Cu3,TRUE,TRUE,-35.08473729 eV,2,1,3,0.14455829000000264,0.024093048333333773,0.3333,0.1667,0.5
99,Ti2 V2 Cu2,TRUE,TRUE,-40.45324483 eV,2,2,2,0.08849633000000079,0.014749388333333465,0.3333,0.3333,0.3333
100,Ti2 V1 Cu3,TRUE,TRUE,-35.05357763 eV,2,1,3,0.1757179500000028,0.029286325000000463,0.3333,0.1667,0.5
101,Ti1 V2 Cu3,TRUE,TRUE,-35.98221219 eV,1,2,3,0.5065784800000035,0.08442974666666725,0.1667,0.3333,0.5
102,Ti2 V2 Cu1,TRUE,TRUE,-36.92232339 eV,2,2,1,-0.01574039999999899,-0.0031480799999997976,0.4,0.4,0.2
103,Ti2 V3 Cu1,TRUE,TRUE,-45.42519639 eV,2,3,1,0.4289903500000025,0.07149839166666709,0.3333,0.5,0.1667
104,Ti2 V1 Cu3,TRUE,TRUE,-34.8113532 eV,2,1,3,0.41794238000000306,0.06965706333333384,0.3333,0.1667,0.5
105,Ti3 V2 Cu1,FALSE,TRUE,-44.30835792 eV,3,2,1,0.2863337300000022,0.047722288333333696,0.5,0.3333,0.1667
106,Ti3 V2 Cu1,TRUE,TRUE,-44.19627978 eV,3,2,1,0.39841187000000344,0.0664019783333339,0.5,0.3333,0.1667
107,Ti3 V1 Cu2,FALSE,TRUE,-39.03724025 eV,3,1,2,0.2450058199999967,0.04083430333333279,0.5,0.1667,0.3333
108,Ti2 V3 Cu1,FALSE,TRUE,-45.73681229 eV,2,3,1,0.1173744500000029,0.01956240833333382,0.3333,0.5,0.1667
109,Ti1 V2 Cu3,TRUE,TRUE,-35.9392647 eV,1,2,3,0.5495259699999995,0.09158766166666658,0.1667,0.3333,0.5
110,Ti3 V2 Cu1,TRUE,TRUE,-44.36765994 eV,3,2,1,0.2270317099999981,0.03783861833333302,0.5,0.3333,0.1667
111,Ti3 V2 Cu1,TRUE,TRUE,-44.12026816 eV,3,2,1,0.47442348999999906,0.07907058166666651,0.5,0.3333,0.1667
112,Ti1 V3 Cu2,FALSE,TRUE,-41.5018253 eV,1,3,2,0.2994109500000013,0.04990182500000021,0.1667,0.5,0.3333
113,Ti2 V2 Cu1,TRUE,TRUE,-36.66996324 eV,2,2,1,0.23661975000000224,0.04732395000000045,0.4,0.4,0.2
114,Ti2 V2 Cu2,TRUE,TRUE,-39.55319807 eV,2,2,2,0.988543090000003,0.16475718166666717,0.3333,0.3333,0.3333
115,Ti1 V2 Cu3,TRUE,TRUE,-35.78717096 eV,1,2,3,0.7016197100000046,0.11693661833333409,0.1667,0.3333,0.5
116,Ti2 V1 Cu3,TRUE,TRUE,-34.64965193 eV,2,1,3,0.5796436500000048,0.09660727500000081,0.3333,0.1667,0.5
117,Ti2 V1 Cu3,FALSE,TRUE,-35.2574139 eV,2,1,3,-0.028118320000000807,-0.0046863866666668015,0.3333,0.1667,0.5
118,Ti2 V1 Cu2,TRUE,TRUE,-31.06052858 eV,2,1,2,0.5336088300000013,0.10672176600000025,0.4,0.2,0.4
119,Ti1 V4 Cu1,TRUE,TRUE,-46.70136312 eV,1,4,1,0.412318709999997,0.06871978499999949,0.1667,0.6667,0.1667
120,Ti1 V3 Cu2,TRUE,TRUE,-41.32926747 eV,1,3,2,0.47196878000000364,0.07866146333333394,0.1667,0.5,0.3333
121,Ti3 V1 Cu2,TRUE,TRUE,-39.30589865 eV,3,1,2,-0.02365258000000292,-0.003942096666667154,0.5,0.1667,0.3333
122,Ti2 V1 Cu2,TRUE,TRUE,-31.08293061 eV,2,1,2,0.5112068000000027,0.10224136000000054,0.4,0.2,0.4
123,Ti2 V1 Cu3,TRUE,TRUE,-35.28563185 eV,2,1,3,-0.05633626999999919,-0.009389378333333198,0.3333,0.1667,0.5
124,Ti1 V2 Cu3,FALSE,TRUE,-36.09277032 eV,1,2,3,0.39602035000000235,0.06600339166666706,0.1667,0.3333,0.5
125,Ti2 V2 Cu1,TRUE,TRUE,-36.43559366 eV,2,2,1,0.4709893300000014,0.09419786600000028,0.4,0.4,0.2
126,Ti1 V2 Cu3,TRUE,TRUE,-35.62127163 eV,1,2,3,0.8675190399999995,0.1445865066666666,0.1667,0.3333,0.5
127,Ti1 V3 Cu2,TRUE,TRUE,-41.20174577 eV,1,3,2,0.5994904799999992,0.09991507999999986,0.1667,0.5,0.3333
128,Ti2 V2 Cu2,TRUE,TRUE,-40.31702148 eV,2,2,2,0.22471968000000242,0.0374532800000004,0.3333,0.3333,0.3333
129,Ti3 V2 Cu1,TRUE,TRUE,-44.66759332 eV,3,2,1,-0.0729016700000007,-0.01215027833333345,0.5,0.3333,0.1667
130,Ti2 V1 Cu3,TRUE,TRUE,-35.1724117 eV,2,1,3,0.05688388000000444,0.009480646666667406,0.3333,0.1667,0.5
131,Ti2 V2 Cu2,FALSE,TRUE,-40.38323563 eV,2,2,2,0.158505530000002,0.02641758833333367,0.3333,0.3333,0.3333
132,Ti1 V2 Cu3,TRUE,TRUE,-35.70522853 eV,1,2,3,0.7835621400000026,0.13059369000000043,0.1667,0.3333,0.5
133,Ti3 V2 Cu1,TRUE,TRUE,-44.29883405 eV,3,2,1,0.2958575999999975,0.049309599999999586,0.5,0.3333,0.1667
134,Ti2 V3 Cu1,TRUE,TRUE,-45.61898213 eV,2,3,1,0.23520461000000692,0.03920076833333449,0.3333,0.5,0.1667
135,Ti2 V2 Cu2,TRUE,TRUE,-40.0120088 eV,2,2,2,0.5297323600000068,0.0882887266666678,0.3333,0.3333,0.3333
136,Ti1 V1 Cu2,TRUE,TRUE,-23.50219492 eV,1,1,2,0.40383383000000084,0.10095845750000021,0.25,0.25,0.5
137,Ti1 V3 Cu2,TRUE,TRUE,-40.9982719 eV,1,3,2,0.8029643500000025,0.1338273916666671,0.1667,0.5,0.3333
138,Ti2 V2 Cu2,TRUE,TRUE,-40.14370039 eV,2,2,2,0.39804077000000415,0.06634012833333403,0.3333,0.3333,0.3333
139,Ti1 V1 Cu4,TRUE,TRUE,-30.98969888 eV,1,1,4,0.1866462100000028,0.031107701666667136,0.1667,0.1667,0.6667
140,Ti1 V3 Cu2,TRUE,TRUE,-41.4247925 eV,1,3,2,0.3764437499999991,0.06274062499999984,0.1667,0.5,0.3333
141,Ti1 V4 Cu1,TRUE,TRUE,-46.84939178 eV,1,4,1,0.2642900500000027,0.04404834166666712,0.1667,0.6667,0.1667
142,Ti2 V3 Cu1,TRUE,TRUE,-45.65380965 eV,2,3,1,0.20037709000000659,0.03339618166666777,0.3333,0.5,0.1667
143,Ti2 V1 Cu2,TRUE,TRUE,-31.49057641 eV,2,1,2,0.10356100000000001,0.020712200000000004,0.4,0.2,0.4
144,Ti3 V2 Cu1,TRUE,TRUE,-44.81402873 eV,3,2,1,-0.21933707999999585,-0.03655617999999931,0.5,0.3333,0.1667
145,Ti1 V1 Cu4,TRUE,TRUE,-30.91666073 eV,1,1,4,0.2596843600000014,0.0432807266666669,0.1667,0.1667,0.6667
146,Ti3 V1 Cu2,TRUE,TRUE,-39.04702052 eV,3,1,2,0.23522555000000356,0.03920425833333393,0.5,0.1667,0.3333
147,Ti2 V3 Cu1,TRUE,TRUE,-45.87132842 eV,2,3,1,-0.0171416799999915,-0.00285694666666525,0.3333,0.5,0.1667
148,Ti1 V4 Cu1,TRUE,TRUE,-46.54463555 eV,1,4,1,0.569046279999998,0.09484104666666633,0.1667,0.6667,0.1667
149,Ti1 V2 Cu2,TRUE,TRUE,-32.55272374 eV,1,2,2,0.3009087600000049,0.060181752000000976,0.2,0.4,0.4
150,Ti2 V2 Cu1,TRUE,TRUE,-36.54781223 eV,2,2,1,0.3587707600000054,0.07175415200000108,0.4,0.4,0.2
151,Ti3 V1 Cu2,TRUE,TRUE,-39.30608526 eV,3,1,2,-0.023839190000003008,-0.003973198333333834,0.5,0.1667,0.3333
152,Ti2 V2 Cu2,TRUE,TRUE,-40.46115594 eV,2,2,2,0.0805852200000059,0.013430870000000983,0.3333,0.3333,0.3333
153,Ti1 V2 Cu3,TRUE,TRUE,-36.41534815 eV,1,2,3,0.07344252000000218,0.012240420000000363,0.1667,0.3333,0.5
154,Ti1 V3 Cu2,TRUE,TRUE,-40.74488267 eV,1,3,2,1.0563535799999988,0.1760589299999998,0.1667,0.5,0.3333
155,Ti2 V2 Cu2,FALSE,TRUE,-39.90938119 eV,2,2,2,0.6323599700000058,0.1053933283333343,0.3333,0.3333,0.3333
156,Ti2 V1 Cu1,TRUE,TRUE,-27.72561574 eV,2,1,1,0.2333635000000025,0.058340875000000625,0.5,0.25,0.25
157,Ti3 V1 Cu2,FALSE,TRUE,-39.28805646 eV,3,1,2,-0.005810389999999721,-0.0009683983333332868,0.5,0.1667,0.3333
158,Ti1 V4 Cu1,TRUE,TRUE,-47.03777738 eV,1,4,1,0.07590444999999901,0.012650741666666502,0.1667,0.6667,0.1667
159,Ti3 V1 Cu1,FALSE,TRUE,-35.56317861 eV,3,1,1,0.08390928999999892,0.01678185799999978,0.6,0.2,0.2
160,Ti2 V2 Cu2,TRUE,TRUE,-40.04147686 eV,2,2,2,0.5002643000000004,0.0833773833333334,0.3333,0.3333,0.3333
161,Ti3 V2 Cu1,TRUE,TRUE,-44.48189777 eV,3,2,1,0.11279387999999768,0.018798979999999615,0.5,0.3333,0.1667
162,Ti3 V2 Cu1,TRUE,TRUE,-44.43466338 eV,3,2,1,0.16002826999999753,0.026671378333332923,0.5,0.3333,0.1667
163,Ti1 V3 Cu1,TRUE,TRUE,-37.99365779 eV,1,3,1,0.1724202900000047,0.03448405800000094,0.2,0.6,0.2
164,Ti2 V1 Cu1,TRUE,TRUE,-27.73372131 eV,2,1,1,0.22525793000000105,0.05631448250000026,0.5,0.25,0.25
165,Ti2 V1 Cu3,TRUE,TRUE,-34.9884849 eV,2,1,3,0.24081067999999917,0.040135113333333194,0.3333,0.1667,0.5
166,Ti2 V2 Cu2,TRUE,TRUE,-39.55356217 eV,2,2,2,0.9881789900000042,0.16469649833333402,0.3333,0.3333,0.3333
167,Ti1 V3 Cu2,TRUE,TRUE,-41.29119235 eV,1,3,2,0.5100438999999986,0.08500731666666643,0.1667,0.5,0.3333
168,Ti1 V1 Cu3,TRUE,TRUE,-27.03707636 eV,1,1,3,0.5041105600000009,0.10082211200000017,0.2,0.2,0.6
169,Ti2 V1 Cu3,TRUE,TRUE,-35.19630105 eV,2,1,3,0.032994529999999855,0.005499088333333309,0.3333,0.1667,0.5
170,Ti1 V3 Cu1,TRUE,TRUE,-37.81036426 eV,1,3,1,0.35571382000000495,0.071142764000001,0.2,0.6,0.2
171,Ti2 V3 Cu1,TRUE,TRUE,-45.69815416 eV,2,3,1,0.15603258000000464,0.026005430000000773,0.3333,0.5,0.1667
172,Ti3 V1 Cu2,TRUE,TRUE,-39.39894687 eV,3,1,2,-0.11670080000000294,-0.019450133333333824,0.5,0.1667,0.3333
173,Ti1 V2 Cu1,TRUE,TRUE,-28.59558454 eV,1,2,1,0.6228897900000017,0.15572244750000042,0.25,0.5,0.25
174,Ti2 V2 Cu1,TRUE,TRUE,-36.82814039 eV,2,2,1,0.07844260000000203,0.015688520000000407,0.4,0.4,0.2
175,Ti2 V1 Cu3,TRUE,TRUE,-34.88059177 eV,2,1,3,0.34870380999999995,0.058117301666666656,0.3333,0.1667,0.5
176,Ti1 V4 Cu1,TRUE,TRUE,-47.05769495 eV,1,4,1,0.05598688000000207,0.009331146666667012,0.1667,0.6667,0.1667
177,Ti1 V3 Cu2,TRUE,TRUE,-41.34789073 eV,1,3,2,0.4533455199999983,0.07555758666666638,0.1667,0.5,0.3333
178,Ti1 V2 Cu3,TRUE,TRUE,-36.45023668 eV,1,2,3,0.038553989999998706,0.006425664999999785,0.1667,0.3333,0.5
179,Ti1 V2 Cu3,TRUE,TRUE,-36.15964748 eV,1,2,3,0.32914319000000525,0.05485719833333421,0.1667,0.3333,0.5
180,Ti3 V2 Cu1,TRUE,TRUE,-44.05074714 eV,3,2,1,0.5439445100000024,0.09065741833333374,0.5,0.3333,0.1667
181,Ti3 V1 Cu2,TRUE,TRUE,-39.11398536 eV,3,1,2,0.16826070999999931,0.028043451666666552,0.5,0.1667,0.3333
182,Ti3 V1 Cu2,FALSE,TRUE,-38.37748381 eV,3,1,2,0.9047622599999992,0.15079370999999986,0.5,0.1667,0.3333
183,Ti2 V1 Cu2,TRUE,TRUE,-32.24050047 eV,2,1,2,-0.6463630599999979,-0.12927261199999956,0.4,0.2,0.4
184,Ti1 V2 Cu2,TRUE,TRUE,-32.37412435 eV,1,2,2,0.47950815,0.09590163,0.2,0.4,0.4
185,Ti1 V3 Cu2,TRUE,TRUE,-41.22185892 eV,1,3,2,0.5793773299999989,0.09656288833333315,0.1667,0.5,0.3333
186,Ti2 V1 Cu1,TRUE,TRUE,-28.03665865 eV,2,1,1,-0.07767940999999867,-0.019419852499999668,0.5,0.25,0.25
187,Ti2 V1 Cu1,TRUE,TRUE,-27.49338522 eV,2,1,1,0.4655940200000006,0.11639850500000015,0.5,0.25,0.25
188,Ti2 V1 Cu1,TRUE,TRUE,-27.75062585 eV,2,1,1,0.2083533900000023,0.052088347500000576,0.5,0.25,0.25
189,Ti3 V2 Cu1,TRUE,TRUE,-44.33770716 eV,3,2,1,0.25698449000000023,0.04283074833333337,0.5,0.3333,0.1667
